Timestamp,fav_alcohol,parties_per_month,smoke,weed,introvert_extrovert,love_first_sight,learning_style,left_right_brained,personality_type,social_media,num_insta_followers,streaming_platforms,expected_marriage_age,expected_starting_salary,fav_sport,minutes_ex_per_week,sleep_hours_per_day,how_happy,farthest_distance_travelled,fav_number,fav_letter,internet_hours_per_day,only_child,birthdate_odd_even,birth_month,fav_season,living_location_on_campus,major,num_majors_minors,high_school_GPA,NU_GPA,age,height,height_father,height_mother,school_year,procrastinator,num_clubs,student_athlete,AP_stats,used_python_before,dominant_hand,childhood_in_US,gender,region_of_residence,political_affliation,cant_change_math_ability,can_change_math_ability,math_is_genetic,much_effort_is_lack_of_talent
2022/09/20 5:34:13 pm GMT-5,Hard liquor/Mixed drink,5,No,No,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,Instagram;Twitter,100,Netflix;Hulu;HBO Max;Disney+,30,,Soccer,60,6,Pretty happy,,21,A,40,0,Odd,April,Fall,Neither,Math / Statistics / Computer Science,2,3.7,3.5,21,72,64,62,Senior,1,0,0,1,1,Right,1,Male,Northeast,Democrat,1,0,1,0
2022/09/20 5:34:15 pm GMT-5,I don't drink,0,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ISFJ,Instagram,600,none,27,50000,basketball,240,7,Very happy,7600,7,x,3,0,Even,February,Spring,North campus,Humanities / Communications;Math / Statistics / Computer Science,2,4.7,,19,67,64,62,Sophomore,0,3,0,0,1,Right,1,Female,Southwest,Democrat,0,1,0,0
2022/09/20 5:34:38 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFP,Facebook;Instagram;Twitter;TikTok,950,Netflix,,60000,biking,180,7,Pretty happy,7237,8,G,4,0,Odd,August,Fall,North campus,Physical Sciences / Natural Sciences / Engineering,2,3.7,3.4,20,62,67,63,Junior,1,2,0,1,1,Right,1,Female,Midwest,Democrat,1,0,1,0
2022/09/20 5:34:51 pm GMT-5,Beer,8,No,No,Introvert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter,612,Netflix;Hulu,28,100000,Swimming,180,8,Very happy,5828,3,G,2,0,Odd,August,Fall,South campus,Math / Statistics / Computer Science,2,4,,19,61,62,60,Sophomore,1,2,0,0,1,Right,0,Female,Southwest,No affiliation,0,1,0,0
2022/09/20 5:35:10 pm GMT-5,Wine,1,No,No,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Facebook;Instagram;Twitter,60,Netflix;Hulu,27,5000,Volleyball,90,7,Pretty happy,7233,2,P,2,1,Odd,March,Spring,Neither,Humanities / Communications;Social Sciences / Education,3,,3.99,20,66.5,,,Junior,1,2,0,0,1,Right,0,Female,International,No affiliation,0,1,0,1
2022/09/20 5:35:12 pm GMT-5,I don't drink,4,No,No,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Instagram;TikTok,1100,Netflix;Amazon Prime;HBO Max;Disney+,28,100000,Basketball,240,8,Pretty happy,10000,11,K,300,0,Odd,August,Summer,South campus,Math / Statistics / Computer Science,2,3.98,3.98,19,66,68,60,Sophomore,0,3,0,1,1,Right,1,Male,Midwest,Democrat,0,1,1,0
2022/09/20 5:35:13 pm GMT-5,Hard liquor/Mixed drink,20,No,No,Introvert,0,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Twitter;Snapchat,500,Netflix;Hulu;Amazon Prime;HBO Max,,80000,Football,180,6,Pretty happy,6196,42,J,210,0,Odd,January,Fall,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,3,,,20,69,64,60,Junior,1,3,0,0,1,Right,1,Male,Midwest,Democrat,0,1,0,0
2022/09/20 5:35:32 pm GMT-5,Beer,3,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Don't use social media,,Netflix;HBO Max,35,100000,Baseball,15,8,Pretty happy,4000,512,T,1,0,Odd,August,Fall,Neither,Math / Statistics / Computer Science,2,,,21,77,77,64,Junior,1,2,0,1,0,Right,1,Male,Northeast,No affiliation,1,0,0,0
2022/09/20 5:35:35 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Facebook;Instagram;Snapchat,440,Netflix;Hulu;Amazon Prime;HBO Max,30,80000,Basketball,300,8,Not too happy,2562,7,d,4,0,Odd,June,Fall,North campus,Physical Sciences / Natural Sciences / Engineering,2,4,3.91,21,73,78,67,Senior,1,3,0,1,1,Right,1,Male,Northeast,Democrat,0,1,1,1
2022/09/20 5:35:35 pm GMT-5,Wine,5,Occasionally,Occasionally,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ISTJ,Instagram;Snapchat;TikTok,1600,Netflix,30,60000,dance,60,8,Pretty happy,7447,11,e,4,0,Even,April,Fall,North campus,Social Sciences / Education,2,4,3.89,19,66,73,63,Sophomore,1,3,0,1,1,Right,1,Female,Midwest,Democrat,0,1,0,0
2022/09/20 5:35:48 pm GMT-5,Wine,8,Occasionally,Yes,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter;TikTok,900,Netflix;HBO Max,,30000,Table Tennis,120,8,Pretty happy,,69,Z,180,0,Odd,July,Spring,North campus,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,3.9,3.9,21,61,67,60,Senior,1,5,0,1,1,Right,0,Other,International,Independent,0,1,0,0
2022/09/20 5:36:09 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,1,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFP,Instagram,865,Netflix,30,65000,yoga,120,6,Don't know,6585,3,A,10,1,Even,May,Summer,Neither,Social Sciences / Education,3,4.3,3.8,22,67,69,66,Senior,1,1,0,1,0,Right,0,Female,International,Democrat,0,1,0,0
2022/09/20 5:36:21 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ISFP,Instagram;Twitter;Snapchat,462,Netflix;Amazon Prime;HBO Max;Disney+,35,75000,Basketball,240,8,Pretty happy,6300,7,Y,4,1,Even,July,Spring,Neither,Humanities / Communications;Music,3,5.7,3.96,21,71,70,66,Junior,0,1,0,1,0,Right,1,Male,Southwest,Democrat,0,1,0,0
2022/09/20 5:36:51 pm GMT-5,Beer,6,No,No,Introvert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ESFJ,Instagram;TikTok,600,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,90000,"Soccer (to play), football (to watch)",400,7,Pretty happy,7655,1,C,3,0,Even,March,Summer,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,,3.72,21,73,70,63,Senior,0,2,0,0,0,Right,1,Male,West,Democrat,0,1,0,0
2022/09/20 5:37:07 pm GMT-5,Beer,8,Occasionally,Yes,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Snapchat;TikTok,872,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,31,130000,Golf,200,8,Very happy,,23,c,4,0,Odd,June,Fall,North campus,Math / Statistics / Computer Science,2,4,3.84,19,70,71,62,Sophomore,1,3,0,1,1,Right,1,Male,West,Democrat,0,1,0,0
2022/09/20 5:37:44 pm GMT-5,Wine,4,Yes,No,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Instagram;Twitter;Snapchat;TikTok,1468,Netflix;Amazon Prime;HBO Max,30,150000,Golf,60,8,Pretty happy,5430,16,C,3,0,Even,December,Spring,North campus,Math / Statistics / Computer Science,2,4,3.43,18,68,68,65,Sophomore,1,4,0,0,1,Right,0,Female,International,Independent,1,0,1,0
2022/09/20 5:38:02 pm GMT-5,I don't drink,1,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;TikTok,1200,Netflix,27,150000,Gymnastics,480,6,Pretty happy,5000,2,S,6,0,Even,August,Summer,North campus,Math / Statistics / Computer Science,3,4,,19,,,,Sophomore,1,2,0,0,1,Right,1,Female,Midwest,Democrat,0,1,0,0
2022/09/20 5:38:05 pm GMT-5,I don't drink,1,No,No,Extrovert,1,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,Instagram,950,Netflix;Hulu;HBO Max,33,80000,tennis,120,7,Pretty happy,100,7,B,5,0,Odd,March,Fall,Neither,Social Sciences / Education,3,3.9,3.9,21,,,,Senior,1,3,0,0,1,Right,1,Female,Southeast,Democrat,0,1,0,0
2022/09/20 5:38:17 pm GMT-5,Hard liquor/Mixed drink,4,Occasionally,No,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter;Snapchat,900,Netflix;HBO Max,32,100000,Soccer,300,7,Very happy,5473,10,M,4,0,Odd,November,Summer,South campus,Physical Sciences / Natural Sciences / Engineering,3,,3.55,20,71,70,68,Junior,0,2,0,0,1,Right,0,Male,International,No affiliation,0,1,1,0
2022/09/20 5:38:18 pm GMT-5,I don't drink,0,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Instagram;Wechat,80,Amazon Prime,27,80000,Basketball,180,8,Not too happy,7000,8,X,2,1,Odd,December,Winter,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,,3.99,20,5.8,5.6,5.4,Junior,1,2,0,1,1,Right,0,Male,International,No affiliation,0,1,0,0
2022/09/20 5:39:47 pm GMT-5,Beer,,Yes,Yes,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,Facebook;Instagram;Twitter;Snapchat,,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,60000,football,,8,Don't know,500,5,M,4,0,Odd,August,Fall,Neither,Humanities / Communications;journalism,3,3.9,3.87,20,,,,Junior,1,1,1,0,0,Right,1,Male,Midwest,No affiliation,0,0,0,1
2022/09/20 5:42:57 pm GMT-5,Hard liquor/Mixed drink,11,No,No,Extrovert,1,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,Instagram;Snapchat;TikTok,2575,Netflix;Hulu;Amazon Prime,26,140000,Figure Skating,250,7,Pretty happy,6000,28,A,4,0,Even,May,Spring,South campus,Social Sciences / Education;Math / Statistics / Computer Science,2,,,19,65,73,66,Sophomore,0,3,0,1,1,Right,1,Female,Midwest,Independent,0,1,0,0
2022/09/20 6:00:46 pm GMT-5,Hard liquor/Mixed drink,5,Occasionally,Occasionally,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,Instagram;Snapchat;TikTok,1100,Hulu;Peacock,,84000,Swimming,280,7,Not too happy,9000,5,S,2,0,Odd,September,Summer,North campus,Humanities / Communications;Social Sciences / Education;Math / Statistics / Computer Science,3,4.4,3.4,21,67,70,62,Senior,0,5,0,1,1,Right,1,Female,Midwest,Democrat,0,1,0,0
2022/09/20 7:03:34 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Extrovert,1,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",ISFP,Facebook;Instagram;LinkedIn,1200,Amazon Prime,25,100000,Badminton,7,5,Pretty happy,10,5,d,8,1,Even,July,Fall,South campus,Social Sciences / Education;Math / Statistics / Computer Science,3,4.57,3.9,19,72,66,63,Sophomore,1,7,0,0,0,Right,0,Male,International,Democrat,0,0,1,1
2022/09/20 7:36:12 pm GMT-5,Hard liquor/Mixed drink,30,Occasionally,Occasionally,Introvert,1,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTP,Facebook;Instagram;Snapchat,1200,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,26,220000,gymnastics,600,6,Pretty happy,6173,,,5,0,Even,September,Summer,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,4.7,3.97,20,69,67,67,Junior,1,1,0,0,0,Right,1,Female,Midwest,Republican,1,0,0,0
2022/09/20 7:37:18 pm GMT-5,I don't drink,0,No,No,Introvert,1,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",INFP,Instagram,500,Netflix,29,100000,ice skating,240,7,Pretty happy,7200,6,A,3,1,Odd,October,Spring,Neither,Social Sciences / Education,3,4.01,3.85,22,65,72,62,Senior,1,2,0,0,0,Right,0,Female,International,Democrat,0,1,1,0
2022/09/20 7:50:44 pm GMT-5,Wine,4,No,Yes,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;Snapchat;TikTok,2000,Netflix;Hulu;Amazon Prime;Disney+,28,100000,Tennis,0,7,Pretty happy,,7,D,3,0,Odd,April,Summer,Neither,Social Sciences / Education;Math / Statistics / Computer Science,3,,3.75,21,,,,Senior,0,1,0,0,0,Right,0,Female,International,No affiliation,0,1,0,0
2022/09/20 8:00:52 pm GMT-5,I don't drink,2,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat,1000,Netflix;Amazon Prime;HBO Max;Disney+,34,45000,basketball,420,8,Pretty happy,4600,1,n,3,0,Odd,August,Fall,North campus,Social Sciences / Education,1,4.8,,19,63,72,65,Sophomore,0,1,0,1,1,Right,1,Female,Southeast,Democrat,0,1,0,1
2022/09/20 8:04:13 pm GMT-5,I don't drink,0,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Instagram,300,Amazon Prime;HBO Max,26,100000,Swimming,60,8,Pretty happy,6603,6,A,4,1,Odd,December,Fall,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,3.99,3.98,20,63,69,63,Junior,0,2,0,1,1,Right,0,Female,International,No affiliation,1,0,0,0
2022/09/20 8:14:09 pm GMT-5,Hard liquor/Mixed drink,0,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Instagram;Twitter,400,Netflix;Hulu,24,40000,acrobatics,2,6,Pretty happy,5894,13,a,3,0,Odd,April,Spring,North campus,Physical Sciences / Natural Sciences / Engineering,2,,3.9,19,65,67,66,Sophomore,1,2,0,0,0,Right,0,Female,International,Democrat,0,0,0,0
2022/09/20 8:28:40 pm GMT-5,Hard liquor/Mixed drink,12,No,No,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,Instagram;Snapchat;TikTok,1400,Netflix;Hulu,28,120000,soccer,280,7,Very happy,4900,11,m,6,0,Odd,April,Summer,South campus,Math / Statistics / Computer Science,2,,3.725,19,66,75,68,Sophomore,0,2,0,1,1,Right,1,Female,Northeast,Independent,1,0,1,0
2022/09/20 9:05:01 pm GMT-5,Wine,3,Occasionally,No,Introvert,1,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFP,Facebook;Instagram;Twitter;Snapchat;TikTok,500,Netflix,30,100000,Basketball,300,8,Pretty happy,7500,13,j,3,0,Even,February,Fall,South campus,Social Sciences / Education,2,4.3,3.6,21,70,,,Senior,1,0,0,1,1,Right,0,Male,Midwest,No affiliation,0,1,0,0
2022/09/20 10:14:22 pm GMT-5,Hard liquor/Mixed drink,2,No,Yes,Introvert,0,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram;Snapchat;TikTok,175,Free Online Sites,120,110000,MMA,60,8,Pretty happy,5713,23,C,3,0,Odd,February,Summer,Neither,Math / Statistics / Computer Science,2,3.94,3.71,20,73,69,67,Junior,1,1,0,0,1,Both,1,Male,Northeast,Independent,0,1,0,1
2022/09/20 10:21:13 pm GMT-5,Hard liquor/Mixed drink,15,Occasionally,No,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Instagram;TikTok,1200,Netflix;Hulu,25,100000,tennis,0,6,Pretty happy,7000,5,E,3,0,Odd,March,Spring,South campus,Math / Statistics / Computer Science,2,4,3.6,21,66,,,Junior,1,1,0,0,1,Right,0,Female,International,No affiliation,1,1,1,1
2022/09/20 11:38:17 pm GMT-5,Hard liquor/Mixed drink,3,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Instagram;Twitter,269,Netflix;Amazon Prime;HBO Max;Disney+,33,,football,250,7,Pretty happy,4630,13,D,5,0,Even,July,Fall,Neither,Humanities / Communications,3,5,3.96,22,69,69,65,Senior,0,3,0,1,1,Right,1,Male,Southeast,Independent,1,0,0,0
2022/09/21 2:49:59 am GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Facebook;Instagram;Twitter;Snapchat,1800,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,65000,Football,180,5,Pretty happy,4300,17,P,4,0,Even,September,Summer,Neither,Humanities / Communications;Math / Statistics / Computer Science,3,4.5,3.7,20,62,68,63,Junior,1,3,0,1,1,Right,1,Female,Midwest,Independent,0,1,0,0
2022/09/21 9:04:42 am GMT-5,I don't drink,2,No,No,Introvert,0,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Instagram,918,Netflix;Disney+,28,50000,swimming,540,7,Don't know,,2,L,,0,Odd,October,Summer,South campus,Math / Statistics / Computer Science;Music,4,4.35,3.96,20,69,66,59,Junior,0,1,0,0,1,Right,1,Male,Northeast,Independent,0,1,0,0
2022/09/21 10:43:30 am GMT-5,I don't drink,0,No,No,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,Facebook;Instagram;TikTok,855,Netflix,32,80000,Dance,30,7,Pretty happy,7332,5,A,2,0,Even,September,Fall,Neither,Physical Sciences / Natural Sciences / Engineering,3,99.396,3.762,19,62,68,64,Junior,1,4,0,1,1,Both,1,Female,Southeast,Democrat,0,1,0,0
2022/09/21 10:56:00 am GMT-5,Wine,2,Yes,Yes,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ESTJ,Facebook;Instagram;Twitter;Snapchat;TikTok,3500,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,30,30000,hockey,210,7,Not too happy,11000,13,H,5,0,Even,December,Spring,South campus,Humanities / Communications,3,3.8,3.6,20,66,71,64,Sophomore,1,7,0,1,1,Right,0,Female,International,Democrat,0,1,0,0
2022/09/21 11:53:33 am GMT-5,Wine,2,No,No,Extrovert,1,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,Instagram;TikTok,900,Netflix;HBO Max,26,120000,Golf,2,10,Pretty happy,20000,8,E,8,1,Even,January,Spring,South campus,Humanities / Communications;Social Sciences / Education,3,4,3.65,20,,,,Junior,1,3,0,1,1,Right,0,Female,International,Democrat,0,1,0,1
2022/09/21 12:08:03 pm GMT-5,Beer,3,No,No,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFP,Instagram,600,Netflix;Amazon Prime,30,80000,Boxing,90,8,Pretty happy,7798,2,Y,6,1,Even,March,Spring,Neither,Humanities / Communications;Math / Statistics / Computer Science,2,,3.93,20,64,68,61,Junior,1,3,0,1,1,Right,0,Female,International,Other,0,1,0,0
2022/09/21 12:14:45 pm GMT-5,Beer,8,Occasionally,Yes,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Facebook;Instagram;Twitter,1200,Netflix;Hulu,30,85000,Basketball,120,7,Pretty happy,8270,21,V,4,0,Even,May,Summer,Neither,Social Sciences / Education,3,4,3.8,21,69,71,66,Junior,1,3,0,1,1,Right,1,Male,Northeast,Democrat,0,1,0,0
2022/09/21 12:47:29 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFP,Instagram;TikTok,1900,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,130000,soccer,180,7,Pretty happy,10046,8,A,3,0,Even,August,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,,3.76,21,64,69,65,Senior,1,4,0,0,1,Right,0,Female,International,No affiliation,0,1,0,0
2022/09/21 12:47:48 pm GMT-5,Hard liquor/Mixed drink,8,No,Occasionally,Extrovert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat;TikTok,2000,Netflix;Hulu;HBO Max,27,90000,track,240,7,Pretty happy,6825,12,a,10,0,Even,May,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,2,,3.9,20,65,71,63,Junior,0,4,0,1,1,Right,1,Female,Northeast,Democrat,0,1,1,1
2022/09/21 12:53:39 pm GMT-5,I don't drink,4,No,No,Extrovert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESTJ,Instagram;Snapchat,1000,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,27,90000,crew,540,7,Pretty happy,8509,123,K,2,0,Even,January,Winter,South campus,Humanities / Communications;Math / Statistics / Computer Science,3,4,3.8,19,,,,Sophomore,0,5,0,0,1,Right,1,Male,Northeast,Independent,1,0,1,1
2022/09/21 12:59:53 pm GMT-5,Hard liquor/Mixed drink,20,No,Occasionally,Extrovert,0,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram;Snapchat;TikTok,1800,Netflix;Hulu;Amazon Prime;HBO Max,27,80000,running ,400,7,Very happy,11000,6,c,5,1,Odd,February,Fall,North campus,Humanities / Communications;Math / Statistics / Computer Science,3,4,3.7,19,69,73,62,Sophomore,1,3,0,0,0,Right,0,Female,International,Other,0,1,1,0
2022/09/21 1:02:09 pm GMT-5,Wine,3,No,No,Extrovert,1,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",Unknown,Facebook;Instagram;Twitter,1100,Netflix;Amazon Prime;Disney+,27,100000,Tennis,120,8,Pretty happy,,4,T,2,0,Odd,September,Fall,Neither,Social Sciences / Education,3,4,3.7,22,,,,Senior,0,2,0,0,1,Right,0,Female,International,No affiliation,0,1,0,0
2022/09/21 1:03:11 pm GMT-5,Hard liquor/Mixed drink,1,No,No,Introvert,0,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFJ,Facebook;Instagram;Twitter;TikTok,885,Netflix;HBO Max,27,130000,tennis,150,7,Pretty happy,5901,8,W,3,0,Even,November,Fall,South campus,Humanities / Communications;Math / Statistics / Computer Science,3,3.9,3.9,19,67,66,64,Junior,0,4,0,1,1,Right,1,Female,West,No affiliation,0,1,0,1
2022/09/21 1:04:19 pm GMT-5,Hard liquor/Mixed drink,10,No,Occasionally,Extrovert,1,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFP,Instagram;Snapchat,2000,Netflix;Hulu;HBO Max,27,70000,lacrosse,,7,Pretty happy,4109,23,A,6,0,Odd,April,Fall,North campus,Social Sciences / Education;Math / Statistics / Computer Science,2,4,3.9,19,64,67,63,Sophomore,0,4,0,1,1,Left,1,Female,Southeast,Democrat,0,1,0,0
2022/09/21 1:04:27 pm GMT-5,Hard liquor/Mixed drink,4,No,Occasionally,Introvert,0,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INTJ,Instagram;Snapchat,700,Netflix;Disney+,28,80000,Swimming,180,8,Pretty happy,10841,12,J,6,0,Odd,April,Spring,South campus,Humanities / Communications,3,4.33,3.85,19,70,72,62,Sophomore,1,4,0,0,1,Right,0,Male,International,Independent,0,1,0,0
2022/09/21 1:05:28 pm GMT-5,I don't drink,0,No,No,Introvert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTP,Instagram;Snapchat,150,Netflix,30,80000,tennis,200,7,Don't know,7000,420,f,4,1,Odd,November,Fall,Neither,Physical Sciences / Natural Sciences / Engineering;Math / Statistics / Computer Science,2,4,3.7,21,71,68,65,Senior,1,3,0,1,1,Right,1,Male,Northeast,Independent,0,1,0,0
2022/09/21 1:06:14 pm GMT-5,Hard liquor/Mixed drink,2,Occasionally,Yes,Extrovert,0,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,Facebook;Instagram;Twitter;Snapchat;TikTok,800,Netflix;Hulu;Amazon Prime;HBO Max,30,250000,Basketball,180,7,Pretty happy,2000,5,A,4,0,Even,January,Fall,Neither,Social Sciences / Education;Math / Statistics / Computer Science,2,,,,,69,63,Other,1,0,0,0,1,Right,1,Male,Midwest,Other,0,1,0,0
2022/09/21 1:06:20 pm GMT-5,I don't drink,5,No,No,Introvert,0,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Facebook;Instagram;Snapchat,550,Netflix,30,75000,basketball,30,7,Pretty happy,12678,27,K,3,0,Even,August,Fall,South campus,Humanities / Communications;Social Sciences / Education,3,4,3.98,19,68,67,59,Sophomore,1,2,0,0,1,Right,1,Male,Northeast,No affiliation,0,1,0,0
2022/09/21 1:06:40 pm GMT-5,Hard liquor/Mixed drink,15,Yes,Yes,Extrovert,0,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTJ,Facebook;Instagram;Snapchat;TikTok,1500,Netflix;Hulu;Amazon Prime;HBO Max;Disney+,28,100000,basketball,60,7,Very happy,8290,18,J,3,0,Even,May,Fall,South campus,Humanities / Communications;Social Sciences / Education,3,4.6,3.8,19,65,69,62,Sophomore,0,3,0,1,0,Right,1,Female,West,Democrat,0,0,0,1
2022/09/21 1:15:24 pm GMT-5,Hard liquor/Mixed drink,2,Yes,Yes,Introvert,1,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISTJ,Facebook;Instagram;Snapchat,1200,Netflix;Disney+,30,120000,Basketball,300,7,Pretty happy,6500,15,v,6,0,Odd,March,Spring,South campus,Math / Statistics / Computer Science,3,4.12,3.82,20,72,70,67,Junior,0,3,0,0,1,Right,0,Male,International,Republican,0,1,0,1
